,id,tweet,label
56,1268994347187527680,"RT @Jimcorrsays: Looks like Bill Gates Paid the WHO in Order to Get the Organization to Declare #Coronavirus a Pandemic.

https://t.co/CDy9…",fake
57,1275588221326503936,Fauci says ‘it will be when not if’ for a COVID-19 vaccine https://t.co/FR6rl0xvBq https://t.co/nIKWgJmCg6,fake
58,1274690846865014786,RT @business: The first Covid vaccines may not prevent you from getting Covid https://t.co/wyw6fssFfw,fake
59,1223958009375686656,"RT @BrajeshParjapa1: #NoMeat_NoCoronaVirus
True worship cures diseases like AIDS or cancer. By the way, to avoid the corona virus, true wor…",fake
60,1224243241094189057,"@MSNBC
It became clear that we were trying to scatter the US &amp; Hong Kong &amp; Taiwan with bioweapons! One thousand people returned to China with a plan to create bioweapons in Wuhan!Don't put in Chinese! It's dangerous!
 https://t.co/1ZqUky66jn
 https://t.co/ktpdwfAXLk",fake
61,1224091045639741446,RT @DeepStateExpose: Bill Gates (The Patent holder of the corona virus) ‘predicted’ how coronavirus-like pandemic could spread saying 33 MI…,fake
62,1224241416517275648,RT @carmindabrendel: Bill Gates Accused Of Starting Ebola Outbreak In African Village By Putin https://t.co/t2gyE03hFL,fake
63,1235267030254620675,RT @yergirlheidi: if u swam in lake erie when u were a child ur immune to coronavirus,fake
64,1223755930891968512,"RT @Bxyonesx: Breaking news : COCAINE KILLS CORONA VIRUS 

Me : https://t.co/LxyxNF2ES6",fake
65,1223658249607577600,"RT @_atanas_: Researchers make strides in race to create coronavirus vaccine 

#Immunisation #Coronavirus #Vaccine 
https://t.co/bqNRkaXCWR",fake
66,1272293202175971329,RT @catturd2: @dcexaminer It’s okay - we’ll just declare it a riot and it’ll be immune from the coronavirus.,fake
67,1238788225461862401,"RT @WayneDupreeShow: Do we have a vaccine for Stage 5 Trump Derangement Syndrome? 

If so, I nominate Cher to be the first recipient becaus…",fake
68,1223659290327756802,RT @ChristiAnne67: Researchers make strides in race to create coronavirus vaccine https://t.co/pAdJGrxbMh International teams accelerate ef…,fake
69,1234211635125837825,@AuntCunt The cure to the Corona Virus is Corona beer 🍺,fake
70,1236142960229507072,RT @chrissteinplays: If you ever went to the bathroom at CBGB’s you’re immune to the Coronavirus,fake
71,1223862181453647873,"RT @SonuD40718416: #NoMeat_NoCoronaVirus
Disease like AIDS or cancer is cured by pure devotion. However, satbhakti is necessary to avoid th…",fake
72,1224289938147069952,"#DidYouKnow There Are 50+ Granted US #Vaccine Patents with #CDC Listed as an Assignee?

https://t.co/pftZVn028A

It's a huge conflict of interest when a company that makes decisions about vaccination nationwide also greatly benefits from it.

#vaccines #LearnTheRisk https://t.co/n2ihkB7qHb",fake
73,1224076807839703040,"RT @NewstalkZB: #BREAKING Customs closes eGates as coronavirus travel ban kicks in

https://t.co/Eg15v8X1CT https://t.co/lxJaBA88QJ",fake
74,1223696811812061185,"RT @FuctupMike: If anyone gets the Corona virus, get yourself some lysol.

That shit apparently cures everything.

(do not ingest. I am not…",fake
75,1236711262689480704,RT @kourtney152253: Kids who drank from the garden hose growing up are immune to the coronavirus,fake
76,1242561603595362306,"RT @postandcourier: BREAKING: The 2020 @SpoletoFestival has been called off as a result of the spread of coronavirus.

https://t.co/NXZrHWd…",fake
77,1224147336378499072,"RT @ABSCBNNews: Has the cure for #nCoV been discovered? 

Thailand sees apparent success treating the 2019-novel #coronavirus with drug coc…",fake
78,1224148337965838338,RT @1111Liberty: New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShu…,fake
79,1223851954285223936,"RT @Dinesh_Jat_: #NoMeat_NoCoronaVirus
All diseases are cured by the true devotion of Saint Rampal Ji Maharaj.  Whether it is AIDS cancer o…",fake
80,1275532944413806593,"@MyTicketAlt @aubrey_huff COVID-19 Deception: Advisors, media w/ conflicts of interest - check. Misidentify virus - check. Misuse RT-PCR test - check. Fruits test positive - check. Give patients wrong treatment - check. Fudge CoD, hide 0.1% IFR - check. Bill Gates’ vaccine &amp; nazi 'passport' - priceless",fake
81,1222214924530847751,"RT @SCMPNews: China coronavirus: Hong Kong researchers have already developed vaccine but need time to test it, expert reveals https://t.co…",fake
82,1272289960658210816,"RT @Ian56789: Judges demand answers after children die in controversial Bill Gates funded cancer vaccine trial in India
https://t.co/6GHvM4…",fake
83,1236140013286457344,"RT @Lstedmanbryce: 🚨🚨 #Coronavirus Cure News? 

“We have started testing that vaccine in the laboratory and we’ve been VERY EXCITED BY THE…",fake
84,1243801540487495681,Hi Latest Coronavirus news... The quest for the coronavirus vaccine https://t.co/fcr5Hbjn61,fake
85,1237360131098148869,RT @JeffMcDev: when someone asks me why i don't think the coronavirus is gonna kill me https://t.co/NLraFh5yp2,fake
86,1236705416786010112,"RT @NinerAlex: If you ever drank out of these, you’re immune to Corona Virus https://t.co/RuCPi9PlJb",fake
87,1223668462351982592,"RT @inthecopa: 💥 SHOCKER...WHOA 💥

Lysol kills Coronavirus! Wha!?

Video, in Spanish, shows can of Lysol claiming to be effective on the Co…",fake
88,1224724671649796098,.@VIDOInterVac to start working on a #vaccine for the #coronavirus. https://t.co/Y9j9wEBSNx https://t.co/m2vUKhANOG,fake
89,1223610458504036352,"RT @HaiderISF: Corona virus vaccine has been developed but it requires at least one year for tests before it is available for use, Hong Kon…",fake
90,1234899110358134785,"RT @ParveenKaswan: Prevention is better than cure. True for #coronavirus also-

1. Frequent hand wash with soap and water. Soap is better t…",fake
91,1223194781221707776,RT @ifyouseekkae: Corona Virus won’t kill us. This government’s incompetence will. Duterte will probably just say “Corona virus... potangin…,fake
92,1223995005204910081,"RT @carmindabrendel: Amazing coincidence: Coronavirus VACCINE just announced

Yuen says he based his new vaccine on a nasal spray influenza…",fake
93,1220920336763555842,"RT @Stars4P: BILL GATES: Vaccines and health care can be used to reduce the population👈🏻
💥coronavirus already has a vaccine 💰💰💰https://t.co…",fake
94,1247919773234515968,If @cnn told us the only cure for Covid 19 was to slit our wrists I think people would do it.   #sheeple,fake
95,1224242631774855168,"RT @Nizam_Sulthan: Pls share this valuable information.

Garlic boiled water can be cure corona virus https://t.co/2L4Jnt7Xkl",fake
96,1224402321012142080,"Zero Hedge reports Wuhan was a man made LAB invention of HiV &amp; SARs (and twitter bans them), then Thailand reveals they have cured a woman by using with a cocktail of anti-virals used to treat flu and HIV 

Seems Zero Hedge may have been right.",fake
97,1223667808481005569,RT @a_centrism: My feed is jammed today with conspiracy theories about the coronavirus being a bioweapon that leaked out from a lab in Wuha…,fake
98,1222646687757410304,@Asadpxki Nope ebola is still an epidemic especially in congo . They developed a vaccine but not everyone can access it,fake
99,1224048479615569922,RT @jerome_corsi: Amazing coincidence: Coronavirus VACCINE just announced https://t.co/cLIZ1Kf0fe How many gov elites have 2019-nCoV in Wuh…,fake
100,1237423321567784966,RT @FirstSquawk: VACCINE READY FOR TEST: A GROUP OF TEXAS SCIENTISTS CLAIMS TO HAVE CREATED A VACCINE TO PREVENT THE CORONAVIRUS AND IT COU…,fake
101,1224304026143150080,"RT @epochchanger: When it comes to #vaccine mandates, 
health officials know how to tighten the screws.
Just ratchet up the fear.

Remember…",fake
102,1223403873907433473,RT @IcarusNextDoor: Onlyfans spreading amongst the tl babes like coronavirus.,fake
103,1222901083917283334,RT @PJ_Matlock: $INO -  Inovio Pharma collaborates with Beijing Advaccine Biotechnology Co. to advance the development in China of INO-4800…,fake
104,1224782455217053697,"RT @Kevin_Shipp: Expert who created the ""US BioWeapons Act:""  Coronavirus Is Biological Warfare Weapon. This gets stranger by the day. http…",fake
105,1223851614982889478,"RT @Kuldeep30704416: #NoMeat_NoCoronaVirus
Disease like AIDS or cancer is 
cured by pure devotion. However, satbhakti is necessary to avoid…",fake
106,1223845204496506882,"RT @rajkumar8973: #NoMeat_NoCoronaVirus
Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is…",fake
107,1223441684752732161,"“5. Just take oregano oil, vitamin C or salt water
Prominent anti-vaxxers and natural medicine groups have been sharing posts suggesting oregano oil, vitamin C, and saltwater are either good ways to prevent coronavirus or cure it. They will not.” https://t.co/6SwJxhP5fI",fake
108,1224226490721689600,#Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It https://t.co/Z4MVIvOTkc via @GreatGameIndia,fake
109,1223853709672603649,"RT @Earth_ToHeaven: #NoMeat_NoCoronaVirus
True worship cures diseases like AIDS or cancer. By the way, to avoid the corona virus, true wors…",fake
110,1272105636810063873,"RT @CureVacAG: Today, we announced positive pre-clinical results at a low dose for our #mRNA based lead #vaccine candidate against the nove…",fake
111,1223404169362649090,"Bill Gates predicted a Coronavirus-like outbreak
Wow! BILL GATES&amp; his wife ,they CO- HOSTED “THE PANDEMIA “EXERCISE IN LATE 2019 SIMULATED GLOBAL CORONAVIRUS. This is not a coincidence #MAGA2020  https://t.co/VKemcayY2t",fake
112,1224811371713515526,"RT @JNJNews: ""As soon as we learned of the risk of coronavirus, we at #JNJ started the preparation to make a vaccine.""—Paul Stoffels, Vice…",fake
113,1222632398694731777,WTF: Gates Foundation Sponsored Training for 'Fictional' Coronavirus Outbreak That Caused 65 Million Deaths Last Year https://t.co/Gac4Qs7idb,fake
114,1224037299140415490,"#coronavirus China once this crisis is under control need to pull out all the stops on dealing with hygiene if it is true it started at a fish market the world is struggling to develop antibiotics never mind vaccines for viruses like this, hygiene is not rocket science",fake
115,1224659353933795329,"RT @cnnphilippines: Senate President Tito Sotto plays a video which suggests that the novel coronavirus may be a bioweapon. 

The video doe…",fake
116,1223965998719483909,"RT @OmPraka13082133: Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is #NoMeat_NoCoronaVir…",fake
117,1223554150887124993,RT @9GAG: And don't forget to protect your eyes since the coronavirus can be spread by droplets. https://t.co/OowEPC7Sfs,fake
118,1269018147878830083,RT @Acosta: CDC: Some Americans are misusing cleaning products — including drinking them — in effort to kill coronavirus https://t.co/Lt1gP…,fake
119,1222274246006755330,RT @OANN: Johnson &amp; Johnson to create coronavirus vaccine https://t.co/3vFiufKaeV #OANN https://t.co/L4U8K7FRRb,fake
120,1224403951321305092,@Bone_Brake @ReneeCarrollAZ Stop spreading the coronavirus,fake
121,1224329424616611845,"RT @Bunny12390413: Everyone Plz be careful with corona virus, prevention is better than cure 💜🌻🌻💜💜💜💜 Take care yourself na ka P’Fern 💜💜💜🌻🌻🌻…",fake
122,1244257780401418240,"RT @ichaydon: I've been admitted into the 1st COVID-19 vaccine trial. 

I'm grateful for my health. For the 1000s of scientists who brought…",fake
123,1234971156072894464,RT @ABC7: #CORONAVIRUS BREAKTHROUGH? UC Riverside researchers help to identify crucial protein linked to potential vaccine https://t.co/FD2…,fake
124,1223558086805413888,"RT @gemmaod1: Indian scientists have found HIV virus-like insertions in #coronavirus, further indicating it is a bioweapon produced in a la…",fake
125,1255852174741065728,RT @Reuters: Swedish town uses chicken manure to help stop spread of coronavirus https://t.co/GMYOTdf3ai https://t.co/q5q0hU1yEu,fake
126,1224483303853420545,"The #GatesFoundation, #event201, foreshadowed an outbreak of a ""#zoonotic"", ""#coronavirus"" back in 2017. It concluded with some pretty chilling outcomes. Coincidence? We certainly hope so. 
#WuhanVirus #journalism 🦠😷
https://t.co/K8Qb5YS5eS",fake
127,1224606404193017856,"#NoMeat_NoCoronaVirus
True worship can cure incurable diseases like Cancer, Aids, Corona virus etc.
Saint Rampal Ji Maharaj is the one who provides true worship.
 https://t.co/a8QdaW0NjM",fake
128,1272551436061114374,RT @MattGertz: It would have been good if the drugs Fox News promoted to President Trump as a miracle cure for coronavirus had actually wor…,fake
129,1222630607114645509,"RT @ayemojubar: BREAKING: Doctors cure #coronavirus patient using HIV drugs.

Doctors in China are claiming to have cured patients sufferin…",fake
130,1223872206179983361,"RT @Real_Heena: #NoMeat_NoCoronaVirus
Doing devotion helps to cure diseases like AIDS or cancer.
In the same way, true devotion is also nec…",fake
131,1224503691467796480,Those crazy preppers are starting to look bit saner now.   Read the vaccine is 12 to 18 month away....and shtf in China big time. At best you'll be donating canned food in a year time.... At worst youll be eating spam for a years time.,fake
132,1223862105234866176,"coronavirus spreads through bad breath,cough,etc
.
eminem : i ain't breathing!",fake
133,1223425362077659136,RT @broderick: A Pro-Trump Blog Has Doxed A Chinese Scientist It Falsely Accused Of Creating The #Coronavirus As A Bioweapon https://t.co/B…,fake
134,1243801712667897856,RT @G1rfan: While the world awaits a scientific breakthrough in vaccine development to fight the coorona in India’s conflict hit and politi…,fake
135,1223238987369852928,"Actually according to the latest news people who took the SARS vaccine have a greater sensitivity to the coronavirus. That means the virus will wipe out the vaccinated population first. I would bet a yearly flu shot would be sensitizing, too. https://t.co/mHJ21kvqjL",fake
136,1253629332771274753,"I mean Trump's right in a way. If you do inject yourself with Dettol, it's very unlikely that Covid will kill you. https://t.co/dcD7p64aHW",fake
137,1253634394364968960,"RT @AZKAYTE: What if...

The Wuhan Virus was actually unrestricted warfare on the world to destroy the US Economy with Bill Gates, WHO, CDC…",fake
138,1234922273678807040,RT @Ryanfc706: People who drank from the water hose as a kid are immune to Coronavirus.,fake
139,1234085037114642433,"RT @jonfavs: “Under a little-known provision of the Affordable Care Act, health insurers must cover federally recommended vaccines at no co…",fake
140,1222648433804292097,"RT @nafeezi: Scientists in China has developed a vaccine for the coronavirus 

Lassa virus has appeared in Nigeria 51 years ago and has bec…",fake
141,1253246736123871232,"RT @rayfromthe626: If you went to Torch Middle School you're immune from corona, all those years running that mile and inhaling that factor…",fake
142,1221172044215267328,RT @FactsDevito: Danny Devito is immune to the coronavirus he has achieved this by drinking 10 gallons of corona every day for 6 years,fake
143,1236747317295878146,RT @littlestwayne: if u ever used the public restrooms on the beach u are immune to coronavirus,fake
144,1223817462317117441,"The NEWS from CHINA is
Western Manufactured.

They're just coming out
of their Lunar New Year.

Coronavirus is fake words
&amp; PhotoShopped pics.

It's a paper tiger.

Relax.

CORONAVIRUS
is a response
to Chinese
hacking &amp; is
gutting China's
economy.

It's working.

#rogerbezanis https://t.co/1eAObMlY9E",fake
145,1223424431445417984,Bill Gates predicted a Coronavirus-like outbreak https://t.co/40OoKQjQvb via @MailOnline,fake
146,1224948343278718978,Says corona virus can be killed under 80% proof spirit. The benefits of tanduay. Alams na. Who is up for T5.,fake
147,1273769521992564736,"RT @TomBollyky: So much to be done on communication re potential COVID19 vaccines

New poll: most Americans expect a vaccine in 2021 but on…",fake
148,1224103815198232576,"RT @peterjonathanna: The coronavirus is mostly killing people by causing too much inflammation in their lungs.

If you get the coronavirus,…",fake
149,1236736013357264898,@Bibibobibox @TS_SCI_MAJIC12 Maybe it is not corona virus that is killing them.  What if is something more lethal?  Corona virus just isn't that lethal for healthy individuals.  Maybe it was an opportunity to slip something else in to do the dirty work.,fake
150,1235632820640505864,The corona virus is ruining football. Really hope they find a cure soon,fake
151,1223062159636103168,"I hate to be right on this, but it seems the #nCoV was indeed a product of a biowarfare program... does that now absolve the Gates Foundation? just asking... #coronavirus #conspiracytheory https://t.co/s8ZKffpi65",fake
152,1223611216976891905,"RT @Adzfromda: Bill Gates made a ""simulation"" about a possible pandemic that just happens to start in China like the Coronavirus https://t.…",fake
153,1248411928734470144,Bill Gates: 'We're in big trouble' until the U.S. has better coronavirus testing https://t.co/16VfgbNSkT,fake
154,1221125896314114048,"RT @_YvonneBurton: Bill Gates 'predicted' coronavirus as simulation suggests 65m could die https://t.co/64mwXU9S7m

and to think Bill Gates…",fake
155,1273691371950530560,RT @davidicke: Big Pharma whistleblower: ‘97% of corona vaccine recipients will become infertile’ https://t.co/ITOKuaLU9M,fake
156,1223424107531735041,"RT @Brain1Rn: 📢💥Is the Corona Virus a released BioWeapon ???💥📢
#dcqstaff @realDonaldTrump 
https://t.co/K4MTo0ejQi",fake
157,1236432412701331457,RT @NanditaShenoyNY: The Coronavirus response has me thinking that my concerns in 2016 that he would kill us all were not unfounded.,fake
158,1224407589192196096,"RT @love_proxy: So,I just heard cocaine kills coronavirus.😂",fake
159,1234212577711972354,"RT @jxeker: everyone: we need a coronavirus vaccine NOW

doctors: https://t.co/6KpSgv4NsA",fake
160,1223671297806192641,"RT @carmindabrendel: Proof the Coronavirus is a bioweapon created by DARPA, Bill Gates, Defra, Wellcome Trust (UK), and European Commission…",fake
161,1224131098030092288,"@DrDenaGrayson Prepare now 10-14 days food and water,wear gloves/mask and dispose outside.leave mail and shoes outside.filter and masks can be microwaved outside to kill #Coronavirus 10sec/rest/repeat 3times then dry OR use chlorine/bleach bath and strain then dry.chlorine spray disinfectant.🙏",fake
162,1247670174100135936,"RT @FernandoAmandi: Israeli scientists are on the cusp of developing the first vaccine against the coronavirus, according to Science &amp; Tech…",fake
163,1234211360990531587,"RT @intheMatrixxx: We have the cures. 

California lab says it discovered coronavirus vaccine in 3 hours | Fox Business https://t.co/C7gnQl…",fake
164,1223802927044628481,"Yo you literally cannot racialize or politicize coronavirus you are not only trying to argue basic quarantine protocol is systemically racist, you are ignoring basic geography. Heads up, unless you want the Spanish Flu (and that killed 5% of humans) part II shut the fuck up.",fake
165,1272290535051415553,RT @carlzimmer: New on the @nytimes coronavirus vaccine tracker: Sinovac is testing an inactivated virus vaccine. They just announced an up…,fake
166,1223810295019311104,"RT @Bulldog665: Coronavirus - Far-right QAnon conspiracy theorists claim drinking bleach can help cure deadly bug, AIDS and autism https://…",fake
167,1224777825703600133,"RT @PeterZeihan: Clearly, I am immune.  https://t.co/lpc4l7McTc",fake
168,1268986872430116864,"United States Government working at warp speed and giving billions for so called covid 19 vaccines plus military in distribution of 300 million vaccinations.
We know its the start of mass murder.

https://t.co/9TZqItX83L",fake
169,1270343128344662021,"RT @KateShemirani: BLM! This vaccine, not safety tested, goes into your genetic material and changes you forever! It’s a kill shot. They wa…",fake
170,1220932092109848576,"RT @Sparkymannz: @GeoffsNZViews Coronavirus is a live vaccine used when treating infectious bronchitis in poultry.
The last time they had a…",fake
171,1221267471014907904,RT @CONSENTKINGS: Found the cure to the coronavirus https://t.co/2kseUxvIPp,fake
172,1242402199323447296,RT @BT_India: $20 trillion lawsuit against China! US group says coronavirus is bioweapon | @subloltern https://t.co/k2XEppmWeu,fake
173,1223957672841469952,"RT @IdrishVijay: How CoronaVirus Spread ?? 

The Virus is Transmitted Between Humans in Droplets From COUGHING And SNEEZING And Touching Or…",fake
174,1222212724869881856,@charlidamelio The coronavirus has already a vaccine being made and the virus cells can apparently be killed by high temperatures and alcohol consumption,fake
175,1224202245807304704,RT @SolomonYue: Must read! #coronavirus is a vaccine strain of coronavirus.,fake
176,1273778028074713089,"RT @aproko_doctor: Dear young people:

You are not immune to COVID19.",fake
177,1224576431444910084,"RT @Julietknows1: Report: Vaccine, Successful Treatment for Coronavirus Still Many Months Away #coronarivirus #mondaythoughts ❤️🇺🇸#VoteRedT…",fake
178,1222633711515996160,"RT @transhumanismAU: China coronavirus: Hong Kong researchers have already developed vaccine but need time to test it, expert reveals | Sou…",fake
179,1270339891998666754,Vaccines and other business related to #COVID19 #Biotechnology https://t.co/lUsPs7hZme,fake
180,1223195160453869568,"forget corona, the stink of men will kill me first",fake
181,1242149920372592642,RT @loribella_buzz: #Buzz A little birdie said that #BillGates talked about #Event201 aka the #coronavirus  This is a man made virus that w…,fake
182,1235627412940963840,RT @grooovybee: The meth you mistook for molly in 2014 was the Corona virus vaccine,fake
183,1272157328280862720,COVID-19 vaccine: experts call for injury compensation program https://t.co/gwveUVWMY9,fake
